request_id,dialog_id,user_id,created_at,first_user_message,summary,goal,intent,is_work,automation_candidate,periodicity,complexity,steps_requested,integrations,integration_count,tools,tool_calls,uses_company_data,company_sources,requires_generation,search_type,contains_sensitive_data,prompt_injection,agent_failed,failure_reason,language,class_ids,class_names,classification_scores,confidence,user_tokens,assistant_tokens,tool_tokens,total_tokens,estimated_cost,analysis_status,metadata_confidence
929045,929045,usr_c4ca4238,2026-07-25T11:24:38Z,Почему контейнер api упал? Посмотри логи.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,1947,85516,87484,0.0087484,skipped,0.0
637707,637707,usr_aab32389,2026-07-25T13:29:18Z,"Найди все задачи, которые висят в In Review больше 3 дней.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,38,4247,82825,87110,0.008711,skipped,0.0
596407,596407,usr_1679091c,2026-07-25T12:29:01Z,"Покажи статус всех контейнеров, включая остановленные.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,3884,83345,87257,0.008725700000000001,skipped,0.0
957104,957104,usr_45c48cce,2026-07-25T11:09:44Z,Выгрузи отчет по всем сделкам в Excel за этот месяц.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,46,5753,79642,85441,0.0085441,skipped,0.0
292382,292382,usr_a87ff679,2026-07-25T13:41:55Z,Найди в Confluence документ по процессу разработки.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,17,4985,81455,86457,0.0086457,skipped,0.0
47605,47605,usr_c4ca4238,2026-07-25T06:27:54Z,"Нужно понять, какие письма от руководства пришли за последнюю неделю. Сделай выжимку.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,40,8018,79656,87714,0.0087714,skipped,0.0
719281,719281,usr_70efdf2e,2026-07-25T06:54:58Z,Кто в канале #backend? Покажи список участников.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,29,5372,80869,86270,0.008627,skipped,0.0
453390,453390,usr_b6d767d2,2026-07-25T08:33:15Z,Покажи содержание страницы 'Архитектура системы'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,33,6143,81206,87382,0.008738200000000002,skipped,0.0
424370,424370,usr_d3d94468,2026-07-25T17:58:17Z,Найди кейсы внедрения ИИ-агентов в ритейле.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,24,3861,83994,87879,0.008787900000000001,skipped,0.0
369668,369668,usr_37693cfc,2026-07-25T16:38:42Z,Создай новую ветку feature/payment-system от develop.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,35,5749,82217,88001,0.008800100000000002,skipped,0.0
677127,677127,usr_c81e728d,2026-07-25T14:02:41Z,"Собери информацию по компании ИП Тета. Кто директор, какие есть активные сделки?",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,43,3490,83445,86978,0.0086978,skipped,0.0
393500,393500,usr_c74d97b0,2026-07-25T14:29:57Z,Создай новый канал #project-Квант для нашей команды.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,5372,80528,85934,0.0085934,skipped,0.0
39335,39335,usr_c81e728d,2026-07-25T18:03:50Z,Отформатируй этот код по PEP8.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,6535,81588,88157,0.0088157,skipped,0.0
549705,549705,usr_70efdf2e,2026-07-25T14:09:02Z,"Проверь задачу DATA-6590, посмотри письма от исполнителя и сделай сводку по статусу.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,52,5742,81245,87039,0.0087039,skipped,0.0
519503,519503,usr_45c48cce,2026-07-25T12:05:27Z,Найди шаблоны документов для ТЗ.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,14,4231,82002,86247,0.0086247,skipped,0.0
373191,373191,usr_cfcd2084,2026-07-25T20:27:28Z,"Проверь почту и выдели письма, где меня ждут ответа больше 2 часов.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,44,4231,84118,88393,0.008839300000000001,skipped,0.0
984733,984733,usr_98f13708,2026-07-25T10:05:47Z,Как правильно обрабатывать исключения в Python?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,18,6897,78849,85764,0.0085764,skipped,0.0
192747,192747,usr_c9f0f895,2026-07-25T11:09:45Z,Кто исполнитель по задаче BUG-3576? Когда обещали закончить?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,39,4232,82699,86970,0.008697,skipped,0.0
15874,15874,usr_c4ca4238,2026-07-25T10:57:26Z,Какие задачи назначены на меня и просрочены?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,20,4984,82250,87254,0.008725400000000001,skipped,0.0
542955,542955,usr_1f0e3dad,2026-07-25T10:43:20Z,Погугли конкурентов АО Каппа - кто ещё работает в этой области.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,30,5006,82152,87188,0.0087188,skipped,0.0
207956,207956,usr_c51ce410,2026-07-25T14:07:05Z,Найди дубликаты в таблице clients.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,14,4604,81847,86465,0.008646500000000001,skipped,0.0
672242,672242,usr_37693cfc,2026-07-25T17:52:09Z,Кто входит в проектную команду по проекту Феникс?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,4985,82719,87725,0.008772499999999999,skipped,0.0
590583,590583,usr_c9f0f895,2026-07-25T12:36:20Z,Создай регулярную встречу по понедельникам в 11:00 на 30 минут.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,31,2716,84756,87503,0.0087503,skipped,0.0
945338,945338,usr_45c48cce,2026-07-25T16:13:46Z,"Переведи задачу DATA-6288 в статус Done, я всё закончил.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,25,5746,82753,88524,0.0088524,skipped,0.0
43256,43256,usr_a87ff679,2026-07-25T11:37:10Z,"Мне нужна сводка по всем письмам, где я в копии, за последние 3 дня.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,41,5389,81316,86746,0.0086746,skipped,0.0
569306,569306,usr_aab32389,2026-07-25T11:11:16Z,"Посмотри почту и скажи, кто спрашивал про дедлайны.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,42,6509,80556,87107,0.0087107,skipped,0.0
485090,485090,usr_d3d94468,2026-07-25T18:35:06Z,Почему вырос error_rate у backend? Посмотри метрики.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,30,5764,79872,85666,0.0085666,skipped,0.0
911976,911976,usr_1f0e3dad,2026-07-25T18:08:59Z,Обнови страницу 'Чек-лист релиза' - добавь пункт про тесты безопасности.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,45,3876,84175,88096,0.0088096,skipped,0.0
140213,140213,usr_c81e728d,2026-07-25T08:56:27Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,4991,81909,86928,0.0086928,skipped,0.0
516239,516239,usr_1679091c,2026-07-25T16:37:52Z,"Вставь новую запись в таблицу logs: event='login', user_id=100.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,36,4239,82964,87239,0.008723900000000001,skipped,0.0
182830,182830,usr_c81e728d,2026-07-25T17:13:42Z,Покажи логи контейнера app. Что там происходит?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,23,4247,82218,86488,0.0086488,skipped,0.0
966899,966899,usr_c4ca4238,2026-07-25T15:31:35Z,Почему контейнер api упал? Посмотри логи.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,21,3871,83208,87100,0.008709999999999999,skipped,0.0
86145,86145,usr_c9f0f895,2026-07-25T17:51:18Z,Создай встречу 'Планирование спринта' на вторник в 10:00. Пригласи разработчиков.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,5011,81349,86411,0.0086411,skipped,0.0
403437,403437,usr_6512bd43,2026-07-25T09:07:12Z,"Отмени встречу в четверг, перенесли.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,45,5750,82665,88460,0.008846,skipped,0.0
795165,795165,usr_e4da3b7f,2026-07-25T15:53:17Z,Отправь личное сообщение Алексею: 'Когда будешь свободен?'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,5757,84012,89803,0.0089803,skipped,0.0
620077,620077,usr_1ff1de77,2026-07-25T13:54:15Z,"Найди все задачи, которые висят в In Review больше 3 дней.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4637,82582,87253,0.0087253,skipped,0.0
668021,668021,usr_8f14e45f,2026-07-25T10:55:02Z,Создай встречу 'Планирование спринта' на вторник в 10:00. Пригласи разработчиков.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,51,3871,82602,86524,0.008652400000000001,skipped,0.0
301378,301378,usr_70efdf2e,2026-07-25T16:41:26Z,Добавь комментарий в задачу TASK-2938: 'Работаю над этим'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,26,5379,83428,88833,0.0088833,skipped,0.0
980288,980288,usr_1679091c,2026-07-25T14:10:18Z,Обнови статус заказа #12345 на 'shipped'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,16,1196,85814,87026,0.0087026,skipped,0.0
887328,887328,usr_37693cfc,2026-07-25T07:12:22Z,"Проверь почту и выдели письма, где меня ждут ответа больше 2 часов.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,44,3842,82967,86853,0.0086853,skipped,0.0
881142,881142,usr_98f13708,2026-07-25T08:12:32Z,"Найди все PR, которые ждут ревью.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,15,6520,81273,87808,0.008780800000000002,skipped,0.0
342703,342703,usr_45c48cce,2026-07-25T06:33:41Z,"Собери отчет по всем задачам спринта, экспортируй в Excel и отправь руководителю.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,36,5364,81489,86889,0.0086889,skipped,0.0
672248,672248,usr_c9f0f895,2026-07-25T16:58:40Z,Кто сегодня был активен в Slack?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,14,5364,83034,88412,0.0088412,skipped,0.0
302262,302262,usr_45c48cce,2026-07-25T20:28:08Z,Сделай дамп данных для отчета.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,12,4605,82267,86884,0.0086884,skipped,0.0
413094,413094,usr_a87ff679,2026-07-25T13:59:28Z,Какие порты используются запущенными контейнерами?,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,28,3471,82251,85750,0.008575000000000001,skipped,0.0
69732,69732,usr_45c48cce,2026-07-25T15:37:42Z,"Посмотри мои задачи в Jira, проверь календарь на сегодня и скажи, на что у меня есть время.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,46,4621,81949,86616,0.0086616,skipped,0.0
668059,668059,usr_a87ff679,2026-07-25T12:24:06Z,Напиши unit-тесты для функции calculate_total.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,15,7620,79943,87578,0.008757800000000001,skipped,0.0
725115,725115,usr_9bf31c7f,2026-07-25T08:14:49Z,Останови все контейнеры с префиксом 'test-'.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,29,6510,80146,86685,0.0086685,skipped,0.0
479917,479917,usr_1679091c,2026-07-25T16:43:31Z,Почему вырос error_rate у backend? Посмотри метрики.,,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,29,3471,82585,86085,0.0086085,skipped,0.0
943567,943567,usr_8f14e45f,2026-07-25T18:33:18Z,"Переведи задачу DATA-1138 в статус Done, я всё закончил.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,35,6151,81121,87307,0.008730700000000001,skipped,0.0
392893,392893,usr_c51ce410,2026-07-25T07:29:53Z,"Проверь статус всех PR, найди те что ждут ревью больше 2 дней и напомни в Slack.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,34,4239,83277,87550,0.008755,skipped,0.0
226955,226955,usr_37693cfc,2026-07-25T09:31:14Z,"Объясни, что означает эта ошибка: FileNotFoundError: [Errno 2] No such file or directory",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,29,3079,81332,84440,0.008444,skipped,0.0
971778,971778,usr_c20ad4d7,2026-07-25T07:43:24Z,"Мне нужна сводка по всем письмам, где я в копии, за последние 3 дня.",,,,False,False,none,simple,1,,0,,0,False,,,,False,False,False,,ru,,,,0.0,33,5760,81309,87102,0.008710200000000001,skipped,0.0
